,date,title,creator,year1,place,category,evaluation,imdb_id_maxi,comment,year,month
562,2013-11-12,Evil Dead 2,Sam Raimi,1988.0,Rodenbergstrasse,DVD,81.0,,,2013,2013-11
563,2013-06-11,"Dude, where's my car?",Danny Leiner,2001.0,Bei Dagmar,DVD,80.0,,,2013,2013-06
564,2013-11-05,Inglourious Basterds,Quentin Tarantino,2009.0,Rodenbergstrasse,DVD,95.0,,,2013,2013-11
565,2013-11-03,The Evil Dead,Aaron Morton,2013.0,Rodenbergstrasse,DVD,75.0,,,2013,2013-11
566,2013-03-12,Tropa de Elite 2,José Padilha,2010.0,Brasilien,Cuevana,80.0,,,2013,2013-03
567,2013-03-12,Tropa de Elite,José Padilha,2007.0,Brasilien,Cuevana,90.0,,,2013,2013-03
568,2013-03-10,The Shawshank Redemption,Frank Darabont,1995.0,Brasilien,Cuevana,99.0,,,2013,2013-03
569,2013-02-04,Amour,Michael Haneke,2012.0,Chile,Kino,82.0,,,2013,2013-02
572,2012-02-01,Kill Bill: Vol. 2,Quentin Tarantino,2004.0,Eglharting,DVD,94.0,,,2012,2012-02
573,2012-02-01,Kill Bill: Vol. 1,Quentin Tarantino,2003.0,Eglharting,DVD,96.0,,,2012,2012-02
574,2012-11-13,Napoleon Dynamite,Jared Hess,,Bei Andrea,DVD,77.0,,,2012,2012-11
575,2012-09-05,Amour,Michael Haneke,2012.0,Kant Kino,Kino,82.0,,,2012,2012-09
576,2012-09-06,Salo o le 120 giornate di Sodoma ,Pier Paolo Pasolini,1975.0,Filmrauschpalast,Kino,70.0,,,2012,2012-09
577,2012-08-25,Idioterne,Lars von Trier,,Bei Andrea,DVD,75.0,,,2012,2012-08
578,2012-08-12,Y también la lluvia,Icíar Bollaín,2011.0,Freiluftkino Hasenheide,Freiluftkino,65.0,,,2012,2012-08
579,2012-06-01,Goetterdaemmerung,Richard Wagner,,Deutsche Oper Berlin,Oper,98.0,,,2012,2012-06
580,2012-06-02,Siegfried,Richard Wagner,,Deutsche Oper Berlin,Oper,97.0,,,2012,2012-06
581,2012-06-03,Die Walkuere,Richard Wagner,,Deutsche Oper Berlin,Oper,100.0,,,2012,2012-06
582,2012-06-04,Rheingold,Richard Wagner,,Deutsche Oper Berlin,Oper,93.0,,,2012,2012-06
583,2012-05-12,Mulholland Dr.,David Lynch,2001.0,Bei Andrea,DVD,95.0,,,2012,2012-05
585,2011-01-01,The Ides of March,,,,Kino,75.0,,,2011,2011-01
586,2011-01-04,Lucia di Lammermoor,Donizetti,,Deutsche Oper Berlin,Oper,80.0,,,2011,2011-01
587,2011-08-11,Donnie Darko,Richard Kelly,2001.0,Eglharting,DVD,95.0,,,2011,2011-08
588,2011-02-02,Black Swan,Darren Aronofsky,,Hackesche Hoefe Kino,Kino,85.0,,,2011,2011-02
589,2011-05-07,Goetterdaemmerung,Richard Wagner,,Staatsoper Berlin,Oper,98.0,,,2011,2011-05
590,2011-05-06,Siegfried,Richard Wagner,,Staatsoper Berlin,Oper,97.0,,,2011,2011-05
591,2011-05-05,Die Walkuere,Richard Wagner,,Staatsoper Berlin,Oper,100.0,,,2011,2011-05
592,2011-05-05,Rheingold,Richard Wagner,,Staatsoper Berlin,Oper,93.0,,,2011,2011-05
593,2011-01-20,Drive,Nicolas Winding Refn,2011.0,,Kino,75.0,,,2011,2011-01
595,2010-05-09,Inglourious Basterds,Quentin Tarantino,2009.0,Bei Dali,DVD,95.0,,,2010,2010-05
596,2010-09-12,Das weiße Band - Eine deutsche Kindergeschichte ,Michael Haneke,2009.0,Chile,Kino,85.0,,,2010,2010-09
597,2010-07-13,Irreversible,Gaspard Noé,,Bei Dali,DVD,63.0,,,2010,2010-07
598,2010-04-16,Avatar ,James Cameron,,Capitol Grafing,Kino,87.0,,,2010,2010-04
599,2010-02-01,Avatar ,James Cameron,,Cinemaxx Passau,Kino,87.0,,,2010,2010-02
600,2010-02-01,Magnolia,Paul Thomas Anderson,,Passau,DVD,100.0,,,2010,2010-02
601,2010-02-08,Magnolia,Paul Thomas Anderson,,Passau,DVD,100.0,,,2010,2010-02
602,2010-02-26,Shutter Island,Martin Scorsese,2010.0,Cinemaxx Passau,Kino,92.0,,,2010,2010-02
603,2009-04-15,Parsifal,Richard Wagner,1882.0,Bayerische Staatsoper Muenchen,Oper,100.0,,,2009,2009-04
604,2009-08-02,Solaris,Andrej Tarkowski,1972.0,Passau,Kino,83.0,,,2009,2009-08
605,2008-10-04,Lisbon Story,Wim Wenders,,Bei Dali,DVD,60.0,,,2008,2008-10
606,2008-09-05,Eternal Sunshine of a Spotless Mind,Michael Gondry,,Bei Dali,DVD,84.0,,,2008,2008-09
607,2008-09-17,Fight Club,David Fincher,,Bei Dali,DVD,97.0,,,2008,2008-09
608,2008-09-19,Le scaphandre et le papillon,Julian Schnabel,,,Kino,89.0,,,2008,2008-09
609,2008-06-19,Magnolia,Paul Thomas Anderson,,Passau,DVD,100.0,,,2008,2008-06
610,2008-06-06,Funny Games U.S.,Michael Haneke,,Passau,Kino,67.0,,,2008,2008-06
611,2006-10-29,Down by Law,Jim Jarmusch,,Passau,Kino,65.0,,,2006,2006-10
612,2005-11-24,Blade Runner Final Cut,Ridley Scott,1982.0,Spiegelau,DVD,91.0,,,2005,2005-11
613,2004-04-19,Kill Bill: Vol. 2,Quentin Tarantino,2004.0,Muenchen,Kino,94.0,,,2004,2004-04
614,2003-10-17,Kill Bill: Vol. 1,Quentin Tarantino,2003.0,Muenchen,Kino,96.0,,,2003,2003-10
615,2004-11-28,Goetterdaemmerung,Richard Wagner,,Bayerische Staatsoper Muenchen,Oper,100.0,,,2004,2004-11
616,2004-11-27,Siegfried,Richard Wagner,,Bayerische Staatsoper Muenchen,Oper,98.0,,,2004,2004-11
617,2004-11-26,Die Walkuere,Richard Wagner,,Bayerische Staatsoper Muenchen,Oper,100.0,,,2004,2004-11
618,2004-11-25,Rheingold,Richard Wagner,,Bayerische Staatsoper Muenchen,Oper,97.0,,,2004,2004-11
619,2003-12-12,Goetterdaemmerung,Richard Wagner,,Bayerische Staatsoper Muenchen,Oper,100.0,,,2003,2003-12
620,2003-12-11,Siegfried,Richard Wagner,,Bayerische Staatsoper Muenchen,Oper,98.0,,,2003,2003-12
621,2003-12-10,Die Walkuere,Richard Wagner,,Bayerische Staatsoper Muenchen,Oper,100.0,,,2003,2003-12
622,2003-12-09,Rheingold,Richard Wagner,,Bayerische Staatsoper Muenchen,Oper,97.0,,,2003,2003-12
623,2002-03-05,A Beautiful Mind,Ron Howard,2002.0,Cinemaxx Muenchen,Kino,90.0,,,2002,2002-03
